rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
8824	ZNF570	zinc finger protein 570	1627	15	0	0	2	0	0	0	2	2	2	9.565066e-01	1	3.070000e-01	7.724334e-01	1
8825	C19orf12	chromosome 19 open reading frame 12	467	23	0	0	1	0	0	0	1	1	1	7.724785e-01	NaN	NaN	7.724785e-01	1
8826	PPEF1	protein phosphatase, EF-hand calcium binding domain 1	2022	0	0	2	6	1	0	0	7	7	7	4.065893e-01	1	9.410000e-01	7.725001e-01	1
8827	PROP1	PROP paired-like homeobox 1	689	3	1	0	2	0	0	0	2	2	2	4.066448e-01	1	4.320000e-01	7.725500e-01	1
8828	SH3YL1	SH3 domain containing, Ysc84-like 1 (S. cerevisiae)	1068	4	1	0	5	0	0	0	5	5	5	4.066579e-01	1	5.330000e-01	7.725618e-01	1
8829	T	T, brachyury homolog (mouse)	1336	84	0	1	3	0	0	0	3	3	3	7.659495e-01	1	5.270000e-01	7.726169e-01	1
8830	ATP11C	ATPase, class VI, type 11C	3582	0	2	3	6	1	0	0	7	7	7	9.483628e-01	1	3.220000e-01	7.727324e-01	1
8831	PNMT	phenylethanolamine N-methyltransferase	1213	49	0	1	0	1	0	0	1	1	1	7.728009e-01	NaN	NaN	7.728009e-01	1
8832	C5orf38	chromosome 5 open reading frame 38	730	6	0	0	1	0	0	0	1	1	1	7.728129e-01	NaN	NaN	7.728129e-01	1
8833	ERMAP	erythroblast membrane-associated protein (Scianna blood group)	1538	6	0	0	3	0	0	0	3	3	3	4.070843e-01	1	8.680000e-01	7.729452e-01	1
8834	PAPOLB	poly(A) polymerase beta (testis specific)	1914	12	0	4	2	0	0	0	2	2	2	9.979076e-01	1	4.080000e-01	7.730009e-01	1
8835	HOXA3	homeobox A3	1484	19	2	1	4	0	0	0	4	4	4	4.072289e-01	1	5.590000e-01	7.730751e-01	1
8836	ACRV1	acrosomal vesicle protein 1	812	73	0	0	0	1	0	0	1	1	1	7.733083e-01	NaN	NaN	7.733083e-01	1
8837	ZNF548	zinc finger protein 548	1650	2	1	3	6	0	0	0	6	6	6	6.802937e-01	1	4.370000e-01	7.733149e-01	1
8838	AMOT	angiomotin	3295	0	1	1	1	0	0	1	2	2	2	4.076714e-01	1	4.860000e-01	7.734724e-01	1
8839	DUOX1	dual oxidase 1	4788	1	0	0	6	0	0	0	6	6	6	4.077328e-01	1	9.900000e-01	7.735275e-01	1
8840	FAM173B	family with sequence similarity 173, member B	826	0	0	0	3	0	0	0	3	3	3	4.077989e-01	1	7.190000e-01	7.735868e-01	1
8841	INHBB	inhibin, beta B	1230	36	0	0	3	0	1	0	4	4	4	4.078600e-01	1	6.960000e-01	7.736416e-01	1
8842	ERCC5	excision repair cross-complementing rodent repair deficiency, complementation group 5 (xeroderma pigmentosum, complementation group G (Cockayne syndrome))	3619	13	1	1	8	0	0	0	8	8	8	4.078753e-01	1	9.210000e-01	7.736554e-01	1
8843	FSCB	fibrous sheath CABYR binding protein	2478	8	1	3	1	1	0	0	2	2	2	9.734658e-01	1	3.210000e-01	7.736615e-01	1
8844	RGL1	ral guanine nucleotide dissociation stimulator-like 1	3809	3	0	4	3	0	1	0	4	4	4	8.307273e-01	1	3.520000e-01	7.736659e-01	1
8845	C1QTNF9	C1q and tumor necrosis factor related protein 9	1014	0	0	0	2	0	0	0	2	2	2	4.079366e-01	1	5.130000e-01	7.737103e-01	1
8846	CNDP1	carnosine dipeptidase 1 (metallopeptidase M20 family)	1568	22	0	4	4	0	0	0	4	4	4	9.211914e-01	1	4.280000e-01	7.738459e-01	1
8847	TRPM2	transient receptor potential cation channel, subfamily M, member 2	4638	20	0	5	13	1	1	0	15	15	15	4.082634e-01	1	7.970000e-01	7.740032e-01	1
8848	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase, type I, alpha	1749	32	1	1	4	1	0	0	5	5	5	4.083020e-01	1	6.630000e-01	7.740378e-01	1
8849	ANAPC11	APC11 anaphase promoting complex subunit 11 homolog (yeast)	890	50	1	0	1	0	0	0	1	1	1	7.741167e-01	NaN	NaN	7.741167e-01	1
8850	MRPL22	mitochondrial ribosomal protein L22	652	14	1	0	1	0	0	0	1	1	1	7.741654e-01	NaN	NaN	7.741654e-01	1
8851	PRSS42	protease, serine, 42	897	12	1	0	3	0	0	0	3	3	3	4.086135e-01	1	7.520000e-01	7.743167e-01	1
8852	CSH2	chorionic somatomammotropin hormone 2	716	2	0	0	2	0	0	0	2	2	2	4.086965e-01	1	7.440000e-01	7.743910e-01	1
8853	HMGN5	high mobility group nucleosome binding domain 5	871	0	1	2	4	1	1	0	6	6	6	4.087443e-01	1	9.040000e-01	7.744338e-01	1
8854	TBC1D29	TBC1 domain family, member 29	472	38	0	1	2	0	0	0	2	2	2	4.088550e-01	1	9.850000e-01	7.745327e-01	1
8855	RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	1866	4	3	5	8	0	0	0	8	7	8	9.026116e-01	1	2.490000e-01	7.745579e-01	1
8856	MLH3	mutL homolog 3 (E. coli)	4625	0	0	1	5	1	0	0	6	6	6	4.089542e-01	1	6.410000e-01	7.746215e-01	1
8857	ZSWIM2	zinc finger, SWIM-type containing 2	1936	10	0	1	4	0	0	0	4	4	4	4.089634e-01	1	9.490000e-01	7.746297e-01	1
8858	OR4K13	olfactory receptor, family 4, subfamily K, member 13	913	2	0	1	4	0	0	1	5	5	4	7.289962e-01	3.880000e-01	5.170000e-01	7.746328e-01	1
8859	FCRLB	Fc receptor-like B	1303	20	0	0	3	0	0	0	3	3	3	4.090164e-01	1	8.610000e-01	7.746770e-01	1
8860	ASB6	ankyrin repeat and SOCS box-containing 6	1537	19	0	2	3	0	0	0	3	3	3	7.689549e-01	1	4.880000e-01	7.747375e-01	1
8861	TRAP1	TNF receptor-associated protein 1	2189	2	0	0	2	0	0	0	2	2	2	4.092305e-01	1	2.290000e-01	7.748684e-01	1
8862	CLDN19	claudin 19	805	66	0	0	1	0	0	0	1	1	1	7.748846e-01	NaN	NaN	7.748846e-01	1
8863	FEZ2	fasciculation and elongation protein zeta 2 (zygin II)	1177	24	0	1	0	1	0	0	1	1	1	7.749343e-01	NaN	NaN	7.749343e-01	1
8864	SEZ6L2	seizure related 6 homolog (mouse)-like 2	3486	1	0	2	7	0	1	0	8	8	8	4.094184e-01	1	4.710000e-01	7.750363e-01	1
8865	LGR4	leucine-rich repeat-containing G protein-coupled receptor 4	2924	1	0	0	4	1	0	0	5	5	5	4.094741e-01	1	5.800000e-01	7.750860e-01	1
8866	C14orf143	chromosome 14 open reading frame 143	514	27	0	0	1	0	0	0	1	1	1	7.750893e-01	NaN	NaN	7.750893e-01	1
8867	CHAC1	ChaC, cation transport regulator homolog 1 (E. coli)	805	13	0	0	1	0	0	0	1	1	1	7.751139e-01	NaN	NaN	7.751139e-01	1
8868	TAS2R41	taste receptor, type 2, member 41	924	19	0	1	1	0	0	0	1	1	1	7.751839e-01	NaN	NaN	7.751839e-01	1
8869	MSRB3	methionine sulfoxide reductase B3	683	0	1	1	2	0	1	0	3	3	3	4.096503e-01	1	8.780000e-01	7.752433e-01	1
8870	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	1163	6	0	0	3	0	0	0	3	3	3	4.096593e-01	1	1.920000e-01	7.752513e-01	1
8871	SRPK1	SFRS protein kinase 1	2028	1	2	1	5	0	0	0	5	5	5	9.946142e-01	1	2.880000e-01	7.753600e-01	1
8872	WDR5	WD repeat domain 5	1059	84	0	1	3	0	0	0	3	3	3	4.098646e-01	1	3.630000e-01	7.754344e-01	1
8873	EIF2C4	eukaryotic translation initiation factor 2C, 4	2654	13	0	1	7	0	0	1	8	8	8	4.098748e-01	1	5.580000e-01	7.754436e-01	1
8874	IPO8	importin 8	3210	8	0	2	7	1	1	0	9	7	9	9.172282e-01	1	4.330000e-01	7.755561e-01	1
8875	OR2M7	olfactory receptor, family 2, subfamily M, member 7	938	39	0	0	1	2	0	0	3	3	3	6.013236e-01	1	6.230000e-01	7.756468e-01	1
8876	RCVRN	recoverin	611	4	0	1	2	0	0	0	2	2	2	4.101095e-01	1	8.820000e-01	7.756528e-01	1
8877	TRAPPC1	trafficking protein particle complex 1	915	26	0	0	2	0	0	0	2	2	2	4.101465e-01	1	5.490000e-01	7.756858e-01	1
8878	GJA5	gap junction protein, alpha 5, 40kDa	1081	3	0	0	3	0	0	0	3	3	3	4.101924e-01	1	6.840000e-01	7.757267e-01	1
8879	KIAA1530	KIAA1530	2182	17	1	1	2	0	0	0	2	2	2	9.956411e-01	1	2.640000e-01	7.757372e-01	1
8880	PAQR5	progestin and adipoQ receptor family member V	1021	25	1	0	1	0	0	0	1	1	1	7.758768e-01	NaN	NaN	7.758768e-01	1
8881	MRPL10	mitochondrial ribosomal protein L10	987	20	0	1	1	0	0	0	1	1	1	7.761360e-01	NaN	NaN	7.761360e-01	1
8882	HCN3	hyperpolarization activated cyclic nucleotide-gated potassium channel 3	2355	9	0	4	8	0	0	0	8	8	8	4.107373e-01	1	9.920000e-01	7.762120e-01	1
8883	TMEM60	transmembrane protein 60	406	13	0	0	1	0	0	0	1	1	1	7.763086e-01	NaN	NaN	7.763086e-01	1
8884	CHMP4C	chromatin modifying protein 4C	718	36	0	1	1	0	0	0	1	1	1	7.763097e-01	NaN	NaN	7.763097e-01	1
8885	C1orf85	chromosome 1 open reading frame 85	1243	9	1	1	2	1	1	0	4	4	4	4.108949e-01	1	6.350000e-01	7.763522e-01	1
8886	BCAS1	breast carcinoma amplified sequence 1	1799	1	4	1	9	0	1	0	10	9	10	4.109802e-01	1	8.010000e-01	7.764280e-01	1
8887	GUCA1A	guanylate cyclase activator 1A (retina)	618	5	1	0	1	0	0	0	1	1	1	7.764816e-01	NaN	NaN	7.764816e-01	1
8888	SPDYC	speedy homolog C (Drosophila)	905	3	0	0	2	0	0	0	2	2	2	4.110984e-01	1	9.810000e-01	7.765331e-01	1
8889	TRAM2	translocation associated membrane protein 2	1153	16	0	2	1	0	0	0	1	1	1	7.765840e-01	NaN	NaN	7.765840e-01	1
8890	RNLS	renalase, FAD-dependent amine oxidase	1127	18	1	1	1	0	0	1	2	2	2	4.112195e-01	1	6.230000e-01	7.766407e-01	1
8891	QPCTL	glutaminyl-peptide cyclotransferase-like	1175	11	0	2	1	0	0	0	1	1	1	7.766662e-01	NaN	NaN	7.766662e-01	1
8892	CD274	CD274 molecule	897	16	0	0	1	0	0	0	1	1	1	7.766844e-01	NaN	NaN	7.766844e-01	1
8893	TMEM40	transmembrane protein 40	746	20	0	1	1	0	0	1	2	2	2	4.113346e-01	1	7.450000e-01	7.767430e-01	1
8894	OR2T12	olfactory receptor, family 2, subfamily T, member 12	962	16	0	0	1	0	0	0	1	1	1	7.767668e-01	NaN	NaN	7.767668e-01	1
8895	C20orf197	chromosome 20 open reading frame 197	385	3	1	0	1	0	0	0	1	1	1	7.767995e-01	NaN	NaN	7.767995e-01	1
8896	C20orf196	chromosome 20 open reading frame 196	626	1	2	1	3	0	0	0	3	3	3	4.114726e-01	1	7.800000e-01	7.768656e-01	1
8897	CDK7	cyclin-dependent kinase 7	1085	23	1	0	3	0	0	0	3	3	3	4.114903e-01	1	2.870000e-01	7.768813e-01	1
8898	TFAP2C	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	1377	2	2	2	1	0	0	0	1	1	1	7.769243e-01	NaN	NaN	7.769243e-01	1
8899	SLIT2	slit homolog 2 (Drosophila)	4734	1	0	3	13	2	0	0	15	15	15	4.116243e-01	1	6.000000e-01	7.770002e-01	1
8900	LILRA3	leukocyte immunoglobulin-like receptor, subfamily A (without TM domain), member 3	1348	3	0	1	3	0	0	0	3	3	3	9.029126e-01	1	3.950000e-01	7.770924e-01	1
8901	C9orf170	chromosome 9 open reading frame 170	372	73	0	0	1	0	0	0	1	1	1	7.771438e-01	NaN	NaN	7.771438e-01	1
8902	B3GALTL	beta 1,3-galactosyltransferase-like	1553	2	0	3	0	0	1	1	2	2	2	7.771736e-01	NaN	NaN	7.771736e-01	1
8903	CTSB	cathepsin B	1056	29	1	0	1	0	0	0	1	1	1	7.772028e-01	NaN	NaN	7.772028e-01	1
8904	MFSD2A	major facilitator superfamily domain containing 2A	1684	4	1	0	2	0	0	0	2	2	2	9.561765e-01	1	3.170000e-01	7.774329e-01	1
8905	TRPA1	transient receptor potential cation channel, subfamily A, member 1	3464	0	2	0	13	0	0	1	14	14	14	4.121641e-01	1	6.450000e-01	7.774790e-01	1
8906	HRASLS	HRAS-like suppressor	517	49	0	1	1	0	0	0	1	1	1	7.775263e-01	NaN	NaN	7.775263e-01	1
8907	MED27	mediator complex subunit 27	966	40	0	0	1	0	0	0	1	1	1	7.775743e-01	NaN	NaN	7.775743e-01	1
8908	C17orf62	chromosome 17 open reading frame 62	588	6	1	1	1	0	0	0	1	1	1	7.776357e-01	NaN	NaN	7.776357e-01	1
8909	DOCK7	dedicator of cytokinesis 7	7789	3	0	3	15	1	1	0	17	15	17	7.737352e-01	1	3.450000e-01	7.776888e-01	1
8910	LY9	lymphocyte antigen 9	2136	4	0	1	3	0	0	0	3	3	3	8.665799e-01	1	4.160000e-01	7.777696e-01	1
8911	IFNA17	interferon, alpha 17	572	19	1	1	1	0	0	0	1	1	1	7.778486e-01	NaN	NaN	7.778486e-01	1
8912	DRAM2	DNA-damage regulated autophagy modulator 2	829	8	0	0	1	0	0	0	1	1	1	7.778565e-01	NaN	NaN	7.778565e-01	1
8913	CACNG3	calcium channel, voltage-dependent, gamma subunit 3	960	2	1	0	4	0	0	0	4	4	4	4.127485e-01	1	7.720000e-01	7.779966e-01	1
8914	SGCD	sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)	975	1	2	0	3	0	0	0	3	3	3	9.154241e-01	1	3.620000e-01	7.780920e-01	1
8915	PLEKHB1	pleckstrin homology domain containing, family B (evectins) member 1	760	25	0	0	1	0	0	0	1	1	1	7.782562e-01	NaN	NaN	7.782562e-01	1
8916	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region, gene 1	1024	21	0	0	1	1	0	0	2	2	2	4.130580e-01	1	5.580000e-01	7.782703e-01	1
8917	KIAA0020	KIAA0020	2015	42	0	3	7	0	0	0	7	7	7	4.131014e-01	1	5.970000e-01	7.783087e-01	1
8918	COPS7A	COP9 constitutive photomorphogenic homolog subunit 7A (Arabidopsis)	856	23	0	1	1	0	0	0	1	1	1	7.783564e-01	NaN	NaN	7.783564e-01	1
8919	SEMA3D	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D	2400	4	3	4	12	4	1	0	17	17	17	8.297439e-01	1	2.480000e-01	7.784069e-01	1
8920	CAMTA2	calmodulin binding transcription activator 2	4457	0	0	0	4	0	0	0	4	4	4	4.132841e-01	1	8.060000e-01	7.784702e-01	1
8921	AIMP2	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	1002	3	0	1	1	0	0	0	1	1	1	7.786212e-01	NaN	NaN	7.786212e-01	1
8922	BAMBI	BMP and activin membrane-bound inhibitor homolog (Xenopus laevis)	791	103	0	1	2	0	0	0	2	2	2	4.135520e-01	1	8.610000e-01	7.787068e-01	1
8923	WDR60	WD repeat domain 60	3297	3	1	3	6	0	0	1	7	7	7	7.255516e-01	1	5.040000e-01	7.787178e-01	1
8924	RAD23A	RAD23 homolog A (S. cerevisiae)	1347	18	0	1	0	0	1	0	1	1	1	7.787563e-01	NaN	NaN	7.787563e-01	1
8925	TAS2R40	taste receptor, type 2, member 40	971	70	0	0	1	0	0	0	1	1	1	7.787898e-01	NaN	NaN	7.787898e-01	1
8926	KRT26	keratin 26	1437	9	0	0	1	0	0	0	1	1	1	7.789940e-01	NaN	NaN	7.789940e-01	1
8927	DEFA4	defensin, alpha 4, corticostatin	302	18	0	0	2	0	0	0	2	2	2	4.138972e-01	1	8.040000e-01	7.790115e-01	1
8928	MAGEA8	melanoma antigen family A, 8	961	14	1	1	3	0	0	0	3	3	3	7.352211e-01	1	3.530000e-01	7.790400e-01	1
8929	PI16	peptidase inhibitor 16	1416	4	1	1	3	0	0	0	3	3	3	4.139348e-01	1	7.330000e-01	7.790447e-01	1
8930	RNASE10	ribonuclease, RNase A family, 10 (non-active)	650	50	0	0	2	0	0	0	2	2	2	4.141278e-01	1	7.680000e-01	7.792148e-01	1
8931	ECHDC2	enoyl Coenzyme A hydratase domain containing 2	820	42	0	0	2	0	0	0	2	2	2	4.141301e-01	1	4.960000e-01	7.792169e-01	1
8932	CYP2F1	cytochrome P450, family 2, subfamily F, polypeptide 1	1512	13	0	1	3	0	1	0	4	4	4	4.143473e-01	1	9.190000e-01	7.794083e-01	1
8933	GLYATL1	glycine-N-acyltransferase-like 1	1028	1	3	1	1	1	0	0	2	2	2	7.940183e-01	1	4.390000e-01	7.795230e-01	1
8934	RIOK3	RIO kinase 3 (yeast)	1608	1	1	0	3	0	0	0	3	3	3	4.145216e-01	1	7.590000e-01	7.795618e-01	1
8935	UFSP2	UFM1-specific peptidase 2	1663	0	0	0	1	0	0	0	1	1	1	7.795956e-01	NaN	NaN	7.795956e-01	1
8936	PDLIM1	PDZ and LIM domain 1 (elfin)	1014	29	0	1	2	0	0	0	2	2	2	4.145680e-01	1	5.680000e-01	7.796027e-01	1
8937	HHLA3	HERV-H LTR-associating 3	773	15	1	0	1	0	0	0	1	1	1	7.796637e-01	NaN	NaN	7.796637e-01	1
8938	RSAD1	radical S-adenosyl methionine domain containing 1	1363	1	0	5	6	0	0	0	6	6	6	8.678782e-01	1	3.950000e-01	7.798472e-01	1
8939	B3GNT7	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7	1210	16	0	0	1	1	0	0	2	2	2	4.148625e-01	1	8.980000e-01	7.798619e-01	1
8940	CYP26A1	cytochrome P450, family 26, subfamily A, polypeptide 1	1524	16	0	0	3	0	0	0	3	3	3	4.149523e-01	1	9.550000e-01	7.799409e-01	1
8941	MRPS9	mitochondrial ribosomal protein S9	1233	12	1	1	3	0	1	0	4	4	4	4.149693e-01	1	3.310000e-01	7.799559e-01	1
8942	MOBKL1B	MOB1, Mps One Binder kinase activator-like 1B (yeast)	671	31	1	0	1	0	0	0	1	1	1	7.799598e-01	NaN	NaN	7.799598e-01	1
8943	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	2353	4	0	5	2	2	0	0	4	4	4	4.150119e-01	1	7.260000e-01	7.799933e-01	1
8944	C20orf195	chromosome 20 open reading frame 195	963	7	0	1	2	0	0	0	2	2	2	4.150262e-01	1	9.460000e-01	7.800059e-01	1
8945	MANSC1	MANSC domain containing 1	1308	29	0	1	0	0	0	1	1	1	1	7.800398e-01	NaN	NaN	7.800398e-01	1
8946	MED24	mediator complex subunit 24	3074	0	1	6	10	0	3	0	13	13	13	4.150900e-01	1	4.950000e-01	7.800620e-01	1
8947	CLEC14A	C-type lectin domain family 14, member A	1473	10	1	1	8	0	0	0	8	8	8	7.865630e-01	1	4.040000e-01	7.802512e-01	1
8948	MAGEB1	melanoma antigen family B, 1	1964	3	0	4	3	0	0	0	3	3	3	7.390650e-01	1	2.540000e-01	7.802945e-01	1
8949	ANKMY1	ankyrin repeat and MYND domain containing 1	3162	13	0	3	5	1	0	0	6	6	6	4.153577e-01	1	4.490000e-01	7.802973e-01	1
8950	PSMA1	proteasome (prosome, macropain) subunit, alpha type, 1	1386	15	0	0	1	0	0	0	1	1	1	7.803141e-01	NaN	NaN	7.803141e-01	1
8951	PCDHB7	protocadherin beta 7	2382	0	2	6	8	0	0	0	8	7	8	9.914098e-01	1	3.780000e-01	7.803351e-01	1
8952	GABRG1	gamma-aminobutyric acid (GABA) A receptor, gamma 1	1430	8	1	3	5	0	0	0	5	5	5	9.938822e-01	1	3.230000e-01	7.803720e-01	1
8953	PDRG1	p53 and DNA damage regulated 1	418	0	0	1	1	0	0	0	1	1	1	7.807758e-01	NaN	NaN	7.807758e-01	1
8954	FAF2	Fas associated factor family member 2	1380	9	0	0	6	0	0	0	6	6	6	4.159231e-01	1	4.100000e-01	7.807937e-01	1
8955	ZKSCAN2	zinc finger with KRAB and SCAN domains 2	2928	1	0	1	8	0	0	0	8	8	8	4.159257e-01	1	6.710000e-01	7.807959e-01	1
8956	MMAA	methylmalonic aciduria (cobalamin deficiency) cblA type	1281	0	0	0	2	0	0	0	2	2	2	4.159966e-01	1	7.220000e-01	7.808581e-01	1
8957	ZNF488	zinc finger protein 488	1026	36	0	0	1	0	0	0	1	1	1	7.809128e-01	NaN	NaN	7.809128e-01	1
8958	INPP1	inositol polyphosphate-1-phosphatase	1220	17	0	2	3	0	0	0	3	3	3	4.161493e-01	1	4.880000e-01	7.809921e-01	1
8959	CDCA8	cell division cycle associated 8	1163	21	0	1	2	0	0	0	2	2	2	4.162063e-01	1	9.200000e-01	7.810420e-01	1
8960	EIF2S2	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa	1034	84	1	0	0	0	0	1	1	1	1	7.810699e-01	NaN	NaN	7.810699e-01	1
8961	METRN	meteorin, glial cell differentiation regulator	896	33	0	0	2	0	0	0	2	2	2	6.972412e-01	1	4.870000e-01	7.810830e-01	1
8962	FGF8	fibroblast growth factor 8 (androgen-induced)	755	71	0	0	2	0	0	0	2	2	2	4.162840e-01	1	5.690000e-01	7.811101e-01	1
8963	SDR9C7	short chain dehydrogenase/reductase family 9C, member 7	955	31	0	0	2	0	0	0	2	2	2	6.927311e-01	1	3.800000e-01	7.811517e-01	1
8964	TMX2	thioredoxin-related transmembrane protein 2	921	17	0	0	2	1	0	0	3	3	3	4.164070e-01	1	8.810000e-01	7.812179e-01	1
8965	LCN15	lipocalin 15	581	55	0	0	2	0	0	0	2	2	2	4.164110e-01	1	9.970000e-01	7.812214e-01	1
8966	RWDD1	RWD domain containing 1	756	0	0	0	2	0	0	0	2	2	2	4.164630e-01	1	3.240000e-01	7.812669e-01	1
8967	CBX7	chromobox homolog 7	778	35	1	0	1	0	0	0	1	1	1	7.813196e-01	NaN	NaN	7.813196e-01	1
8968	MAP7	microtubule-associated protein 7	2318	29	0	1	5	0	0	1	6	6	6	4.165239e-01	1	6.940000e-01	7.813203e-01	1
8969	POFUT1	protein O-fucosyltransferase 1	1238	18	0	0	2	0	0	0	2	2	2	4.165756e-01	1	8.820000e-01	7.813656e-01	1
8970	LPCAT3	lysophosphatidylcholine acyltransferase 3	1512	26	0	1	3	0	0	0	3	3	3	8.734603e-01	1	4.430000e-01	7.814224e-01	1
8971	GRK7	G protein-coupled receptor kinase 7	1674	9	0	0	2	0	0	0	2	2	2	9.803471e-01	1	2.720000e-01	7.814286e-01	1
8972	BTN3A3	butyrophilin, subfamily 3, member A3	1793	3	0	1	6	0	1	0	7	7	7	4.167724e-01	1	5.940000e-01	7.815379e-01	1
8973	SLC9A2	solute carrier family 9 (sodium/hydrogen exchanger), member 2	2483	26	0	4	5	0	0	0	5	5	5	9.670065e-01	1	3.810000e-01	7.815443e-01	1
8974	MAGEC2	melanoma antigen family C, 2	1127	28	0	1	4	0	0	0	4	4	4	8.243477e-01	1	4.470000e-01	7.818419e-01	1
8975	IMPG2	interphotoreceptor matrix proteoglycan 2	3798	10	0	2	11	0	0	1	12	12	12	4.172779e-01	1	9.410000e-01	7.819800e-01	1
8976	TUBB	tubulin, beta	1348	1	1	3	1	0	0	0	1	1	1	7.820197e-01	NaN	NaN	7.820197e-01	1
8977	SLC1A7	solute carrier family 1 (glutamate transporter), member 7	1723	18	1	1	5	0	0	0	5	5	5	4.175065e-01	1	9.810000e-01	7.821797e-01	1
8978	LRP11	low density lipoprotein receptor-related protein 11	1527	45	0	2	1	0	1	0	2	2	2	7.822041e-01	NaN	NaN	7.822041e-01	1
8979	WDR83	WD repeat domain 83	1769	10	0	1	3	0	0	0	3	3	3	4.177452e-01	1	4.100000e-01	7.823881e-01	1
8980	KIAA1279	KIAA1279	1891	9	0	1	4	0	0	0	4	4	4	9.161828e-01	1	3.790000e-01	7.824180e-01	1
8981	CSF3R	colony stimulating factor 3 receptor (granulocyte)	2761	4	0	1	4	0	1	0	5	5	5	7.780907e-01	1	4.450000e-01	7.824662e-01	1
8982	TSPAN3	tetraspanin 3	786	9	1	0	1	0	0	0	1	1	1	7.825011e-01	NaN	NaN	7.825011e-01	1
8983	TMPRSS11A	transmembrane protease, serine 11A	1304	2	0	0	3	0	0	0	3	3	3	7.409663e-01	1	3.560000e-01	7.825276e-01	1
8984	ASNSD1	asparagine synthetase domain containing 1	1944	3	0	1	3	0	0	0	3	3	3	4.179225e-01	1	3.960000e-01	7.825428e-01	1
8985	ANGPT2	angiopoietin 2	1605	37	1	0	2	0	0	0	2	2	2	9.124963e-01	1	1.840000e-01	7.825436e-01	1
8986	ZNF514	zinc finger protein 514	1215	17	0	2	3	2	0	0	5	4	5	4.180978e-01	1	7.070000e-01	7.826958e-01	1
8987	ZNF280D	zinc finger protein 280D	3118	10	1	1	2	1	1	1	5	5	5	9.011605e-01	1	4.110000e-01	7.827312e-01	1
8988	SURF2	surfeit 2	1022	37	0	1	1	0	0	0	1	1	1	7.827847e-01	NaN	NaN	7.827847e-01	1
8989	PLXND1	plexin D1	5920	7	0	3	7	1	0	1	9	9	9	4.182941e-01	1	5.130000e-01	7.828669e-01	1
8990	CELF6	CUGBP, Elav-like family member 6	1496	57	0	1	2	0	1	0	3	3	3	4.183111e-01	1	7.310000e-01	7.828817e-01	1
8991	UHRF1BP1	UHRF1 (ICBP90) binding protein 1	4403	5	0	3	8	0	0	0	8	8	8	8.333141e-01	1	4.540000e-01	7.828927e-01	1
8992	ORAI1	ORAI calcium release-activated calcium modulator 1	916	38	0	0	1	0	0	0	1	1	1	7.828965e-01	NaN	NaN	7.828965e-01	1
8993	GSPT1	G1 to S phase transition 1	1970	8	1	0	3	0	0	0	3	3	3	4.185269e-01	1	2.910000e-01	7.830697e-01	1
8994	ZSWIM3	zinc finger, SWIM-type containing 3	2357	1	0	1	1	0	0	1	2	2	2	9.688996e-01	1	4.120000e-01	7.831026e-01	1
8995	ZBTB46	zinc finger and BTB domain containing 46	1786	13	0	1	4	0	0	0	4	3	4	9.221661e-01	1	4.000000e-01	7.831886e-01	1
8996	GRIP1	glutamate receptor interacting protein 1	3323	0	0	2	9	1	0	0	10	9	10	8.761148e-01	1	3.840000e-01	7.832926e-01	1
8997	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5	1373	56	1	1	0	1	1	0	2	2	2	7.832928e-01	NaN	NaN	7.832928e-01	1
8998	PITPNA	phosphatidylinositol transfer protein, alpha	857	49	1	0	1	0	0	0	1	1	1	7.833003e-01	NaN	NaN	7.833003e-01	1
8999	FLAD1	FAD1 flavin adenine dinucleotide synthetase homolog (S. cerevisiae)	1930	6	0	1	3	1	0	0	4	4	4	4.188577e-01	1	6.980000e-01	7.833577e-01	1
9000	KLF9	Kruppel-like factor 9	739	0	2	1	1	1	0	0	2	2	2	4.189089e-01	1	6.910000e-01	7.834023e-01	1
9001	CTAGE4	CTAGE family, member 4	4676	14	0	0	2	0	0	0	2	2	2	7.835114e-01	NaN	NaN	7.835114e-01	1
9002	RSPO2	R-spondin 2 homolog (Xenopus laevis)	748	7	1	1	5	0	0	0	5	5	5	6.311483e-01	1	6.430000e-01	7.835533e-01	1
9003	POF1B	premature ovarian failure, 1B	1834	7	2	2	3	1	1	0	5	5	5	7.665972e-01	1	5.100000e-01	7.837673e-01	1
9004	ASGR1	asialoglycoprotein receptor 1	908	67	1	0	1	0	0	0	1	1	1	7.838586e-01	NaN	NaN	7.838586e-01	1
