rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
6363	ZNF547	zinc finger protein 547	1221	9	1	0	2	0	0	0	2	2	2	6.117059e-01	NaN	NaN	6.117059e-01	1
6364	TIGD4	tigger transposable element derived 4	1540	6	0	0	2	0	0	0	2	2	2	5.841763e-01	1	3.370000e-01	6.117546e-01	1
6365	NR1I2	nuclear receptor subfamily 1, group I, member 2	1456	1	0	1	1	0	0	0	1	1	1	6.117945e-01	NaN	NaN	6.117945e-01	1
6366	TYRP1	tyrosinase-related protein 1	1642	15	0	1	0	0	0	1	1	1	1	6.119124e-01	NaN	NaN	6.119124e-01	1
6367	MEIS2	Meis homeobox 2	1546	13	0	0	1	0	0	1	2	2	2	2.613542e-01	1	8.810000e-01	6.120598e-01	1
6368	CCDC21	coiled-coil domain containing 21	2341	13	0	0	2	0	0	0	2	2	2	5.757253e-01	1	4.040000e-01	6.120935e-01	1
6369	NSUN3	NOL1/NOP2/Sun domain family, member 3	1612	15	0	0	2	0	0	0	2	2	2	2.613796e-01	1	5.510000e-01	6.120939e-01	1
6370	ASXL1	additional sex combs like 1 (Drosophila)	4678	22	0	1	8	0	0	2	10	7	10	2.614720e-01	1	6.300000e-01	6.122178e-01	1
6371	CSE1L	CSE1 chromosome segregation 1-like (yeast)	3012	5	0	0	2	0	0	0	2	2	2	2.615070e-01	1	2.830000e-01	6.122648e-01	1
6372	RUNX2	runt-related transcription factor 2	1638	103	1	0	1	0	0	0	1	1	1	6.122790e-01	NaN	NaN	6.122790e-01	1
6373	C17orf81	chromosome 17 open reading frame 81	1155	10	1	0	1	0	0	0	1	1	1	6.124375e-01	NaN	NaN	6.124375e-01	1
6374	PRDM2	PR domain containing 2, with ZNF domain	5257	1	0	0	1	0	0	0	1	1	1	6.124512e-01	NaN	NaN	6.124512e-01	1
6375	PHYH	phytanoyl-CoA 2-hydroxylase	1051	176	0	0	1	0	0	0	1	1	1	6.127332e-01	NaN	NaN	6.127332e-01	1
6376	CHODL	chondrolectin	842	3	0	1	1	0	0	0	1	1	1	6.128074e-01	NaN	NaN	6.128074e-01	1
6377	C20orf94	chromosome 20 open reading frame 94	1253	91	0	1	1	1	0	0	2	2	2	2.620594e-01	1	4.880000e-01	6.130051e-01	1
6378	KIAA1841	KIAA1841	2339	22	0	1	4	0	0	0	4	4	4	2.620603e-01	1	6.020000e-01	6.130063e-01	1
6379	RGS11	regulator of G-protein signaling 11	1474	5	0	1	2	0	0	0	2	2	2	2.620644e-01	1	6.430000e-01	6.130118e-01	1
6380	ARHGAP28	Rho GTPase activating protein 28	1914	19	0	0	1	0	0	0	1	1	1	6.132298e-01	NaN	NaN	6.132298e-01	1
6381	AEBP2	AE binding protein 2	1590	64	0	0	2	0	0	0	2	2	2	2.623243e-01	1	2.570000e-01	6.133598e-01	1
6382	RMND1	required for meiotic nuclear division 1 homolog (S. cerevisiae)	1524	18	0	1	1	0	0	0	1	1	1	6.135997e-01	NaN	NaN	6.135997e-01	1
6383	KRT75	keratin 75	1690	21	0	0	1	0	0	0	1	1	1	6.136244e-01	NaN	NaN	6.136244e-01	1
6384	FAM123B	family with sequence similarity 123B	3412	18	1	0	1	0	0	0	1	1	1	6.136729e-01	NaN	NaN	6.136729e-01	1
6385	NCKAP1	NCK-associated protein 1	3529	21	0	1	0	0	0	1	1	1	1	6.138262e-01	NaN	NaN	6.138262e-01	1
6386	HCRTR1	hypocretin (orexin) receptor 1	1302	13	0	0	1	0	0	0	1	1	1	6.138701e-01	NaN	NaN	6.138701e-01	1
6387	F11	coagulation factor XI (plasma thromboplastin antecedent)	1933	7	0	0	1	0	0	0	1	1	1	6.138710e-01	NaN	NaN	6.138710e-01	1
6388	MACC1	metastasis associated in colon cancer 1	2575	9	0	0	1	1	0	0	2	2	2	2.627100e-01	1	9.130000e-01	6.138757e-01	1
6389	NR6A1	nuclear receptor subfamily 6, group A, member 1	1479	6	0	0	1	0	0	0	1	1	1	6.138818e-01	NaN	NaN	6.138818e-01	1
6390	ROBO2	roundabout, axon guidance receptor, homolog 2 (Drosophila)	4237	3	0	1	4	0	0	0	4	4	4	8.213840e-01	1	2.140000e-01	6.140532e-01	1
6391	SPAST	spastin	1915	45	0	0	1	0	0	0	1	1	1	6.140541e-01	NaN	NaN	6.140541e-01	1
6392	SCN7A	sodium channel, voltage-gated, type VII, alpha	5145	10	0	1	6	1	0	1	8	8	8	2.628857e-01	1	5.210000e-01	6.141105e-01	1
6393	HTR4	5-hydroxytryptamine (serotonin) receptor 4	1485	4	1	1	1	0	0	0	1	1	1	6.141236e-01	NaN	NaN	6.141236e-01	1
6394	PAM	peptidylglycine alpha-amidating monooxygenase	3021	1	0	0	2	0	0	0	2	1	2	6.143669e-01	NaN	NaN	6.143669e-01	1
6395	OR4D9	olfactory receptor, family 4, subfamily D, member 9	943	4	0	1	1	0	0	0	1	1	1	6.144454e-01	NaN	NaN	6.144454e-01	1
6396	OR2T11	olfactory receptor, family 2, subfamily T, member 11	951	45	0	0	1	0	0	0	1	1	1	6.145088e-01	NaN	NaN	6.145088e-01	1
6397	ENAM	enamelin	3461	29	0	1	3	0	0	0	3	3	3	2.632158e-01	1	9.890000e-01	6.145512e-01	1
6398	GBA	glucosidase, beta; acid (includes glucosylceramidase)	1659	25	1	0	1	0	0	0	1	1	1	6.146986e-01	NaN	NaN	6.146986e-01	1
6399	SF3A1	splicing factor 3a, subunit 1, 120kDa	2444	14	0	0	1	0	0	0	1	1	1	6.147788e-01	NaN	NaN	6.147788e-01	1
6400	CDR2L	cerebellar degeneration-related protein 2-like	1414	225	0	0	2	0	0	0	2	2	2	2.633894e-01	1	6.750000e-01	6.147830e-01	1
6401	OR2T27	olfactory receptor, family 2, subfamily T, member 27	953	11	0	0	1	0	0	0	1	1	1	6.147931e-01	NaN	NaN	6.147931e-01	1
6402	CYP4B1	cytochrome P450, family 4, subfamily B, polypeptide 1	1585	0	0	0	1	0	0	0	1	1	1	6.150271e-01	NaN	NaN	6.150271e-01	1
6403	KCTD12	potassium channel tetramerisation domain containing 12	978	170	0	0	1	0	0	1	2	2	2	2.636047e-01	1	9.850000e-01	6.150701e-01	1
6404	RGNEF	Rho guanine nucleotide exchange factor (GEF) 28	5340	8	0	0	2	0	0	0	2	2	2	4.125676e-01	1	6.140000e-01	6.151048e-01	1
6405	SLC16A7	solute carrier family 16, member 7 (monocarboxylic acid transporter 2)	1453	59	0	0	0	0	0	1	1	1	1	6.152256e-01	NaN	NaN	6.152256e-01	1
6406	TRPV1	transient receptor potential cation channel, subfamily V, member 1	2346	3	0	0	1	0	0	0	1	1	1	6.153008e-01	NaN	NaN	6.153008e-01	1
6407	OR10H3	olfactory receptor, family 10, subfamily H, member 3	949	25	0	0	1	0	0	0	1	1	1	6.153322e-01	NaN	NaN	6.153322e-01	1
6408	C6orf141	chromosome 6 open reading frame 141	735	0	0	1	2	0	0	0	2	2	2	9.996314e-01	1	2.450000e-01	6.154672e-01	1
6409	SGCA	sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein)	1202	23	0	1	1	0	0	0	1	1	1	6.154819e-01	NaN	NaN	6.154819e-01	1
6410	ZNF165	zinc finger protein 165	1470	11	0	0	1	0	0	0	1	1	1	6.155322e-01	NaN	NaN	6.155322e-01	1
6411	NR4A3	nuclear receptor subfamily 4, group A, member 3	2020	2	0	2	0	0	0	1	1	1	1	6.155336e-01	NaN	NaN	6.155336e-01	1
6412	OLFM4	olfactomedin 4	1549	53	0	0	1	0	0	0	1	1	1	6.155616e-01	NaN	NaN	6.155616e-01	1
6413	DBR1	debranching enzyme homolog 1 (S. cerevisiae)	1663	144	0	1	1	0	0	0	1	1	1	6.155873e-01	NaN	NaN	6.155873e-01	1
6414	MUC12	mucin 12, cell surface associated	16052	0	0	2	2	0	0	1	3	3	3	9.999821e-01	1	2.010000e-01	6.155905e-01	1
6415	KIF1B	kinesin family member 1B	6984	40	2	2	0	0	2	0	2	2	2	6.157530e-01	NaN	NaN	6.157530e-01	1
6416	PYGL	phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)	2620	11	1	0	1	0	1	0	2	2	2	2.643547e-01	1	9.830000e-01	6.160690e-01	1
6417	ABHD15	abhydrolase domain containing 15	1432	35	0	0	1	0	0	0	1	1	1	6.163160e-01	NaN	NaN	6.163160e-01	1
6418	EFCAB5	EF-hand calcium binding domain 5	4766	46	0	1	0	0	1	0	1	1	1	6.164743e-01	NaN	NaN	6.164743e-01	1
6419	FAM83B	family with sequence similarity 83, member B	3054	22	0	0	0	1	0	0	1	1	1	6.164761e-01	NaN	NaN	6.164761e-01	1
6420	KCNQ2	potassium voltage-gated channel, KQT-like subfamily, member 2	2747	44	0	1	3	0	0	1	4	4	4	2.646804e-01	1	7.500000e-01	6.165021e-01	1
6421	MTMR10	myotubularin related protein 10	2398	32	0	1	0	0	0	1	1	1	1	6.166305e-01	NaN	NaN	6.166305e-01	1
6422	C19orf46	chromosome 19 open reading frame 46	1371	1	0	0	2	0	0	0	2	2	2	2.649478e-01	1	8.410000e-01	6.168574e-01	1
6423	HYDIN	hydrocephalus inducing homolog (mouse)	15717	15	0	5	10	1	1	0	12	12	12	6.864749e-01	1	3.100000e-01	6.168993e-01	1
6424	OR10R2	olfactory receptor, family 10, subfamily R, member 2	1007	8	0	1	2	0	0	0	2	2	2	6.078177e-01	1	3.860000e-01	6.169381e-01	1
6425	SNX2	sorting nexin 2	1618	16	0	0	1	0	0	0	1	1	1	6.170929e-01	NaN	NaN	6.170929e-01	1
6426	STAU2	staufen, RNA binding protein, homolog 2 (Drosophila)	1907	20	1	0	1	0	0	0	1	1	1	6.171666e-01	NaN	NaN	6.171666e-01	1
6427	EHHADH	enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase	2198	3	1	1	2	0	0	0	2	2	2	8.343668e-01	1	9.500000e-02	6.173630e-01	1
6428	GPBP1L1	GC-rich promoter binding protein 1-like 1	1465	14	2	0	1	0	0	0	1	1	1	6.175274e-01	NaN	NaN	6.175274e-01	1
6429	FICD	FIC domain containing	1385	64	0	0	1	0	0	0	1	1	1	6.175904e-01	NaN	NaN	6.175904e-01	1
6430	HEPACAM	hepatocyte cell adhesion molecule	1353	10	0	1	1	0	0	0	1	1	1	6.176041e-01	NaN	NaN	6.176041e-01	1
6431	KCTD15	potassium channel tetramerisation domain containing 15	886	3	1	0	1	0	0	0	1	1	1	6.176137e-01	NaN	NaN	6.176137e-01	1
6432	DNM1L	dynamin 1-like	2287	5	1	0	3	0	0	0	3	3	3	2.655271e-01	1	5.670000e-01	6.176263e-01	1
6433	GLE1	GLE1 RNA export mediator homolog (yeast)	2171	148	0	1	0	0	0	1	1	1	1	6.176376e-01	NaN	NaN	6.176376e-01	1
6434	MAPRE2	microtubule-associated protein, RP/EB family, member 2	1100	91	0	0	1	0	0	0	1	1	1	6.177235e-01	NaN	NaN	6.177235e-01	1
6435	PRDM12	PR domain containing 12	1122	26	0	0	1	0	0	0	1	1	1	6.177391e-01	NaN	NaN	6.177391e-01	1
6436	SCN2A	sodium channel, voltage-gated, type II, alpha subunit	6218	0	0	0	8	0	0	0	8	8	8	5.157889e-01	1	4.730000e-01	6.177644e-01	1
6437	TSNARE1	t-SNARE domain containing 1	1594	2	0	0	2	0	0	0	2	2	2	4.787516e-01	1	4.770000e-01	6.178649e-01	1
6438	RAI14	retinoic acid induced 14	3072	1	0	0	1	0	0	0	1	1	1	6.179961e-01	NaN	NaN	6.179961e-01	1
6439	RECQL4	RecQ protein-like 4	3852	92	0	3	2	1	0	0	3	3	3	2.658263e-01	1	9.900000e-01	6.180228e-01	1
6440	HEATR1	HEAT repeat containing 1	6611	0	0	0	2	1	0	0	3	3	3	2.661792e-01	1	6.210000e-01	6.184902e-01	1
6441	MET	met proto-oncogene (hepatocyte growth factor receptor)	4307	0	0	0	2	0	0	0	2	2	2	5.725734e-01	1	2.680000e-01	6.185794e-01	1
6442	OR4E2	olfactory receptor, family 4, subfamily E, member 2	940	9	0	0	1	0	0	0	1	1	1	6.186740e-01	NaN	NaN	6.186740e-01	1
6443	CBX4	chromobox homolog 4 (Pc class homolog, Drosophila)	1699	24	0	0	2	0	0	0	2	2	2	2.663211e-01	1	8.550000e-01	6.186779e-01	1
6444	UFSP1	UFM1-specific peptidase 1 (non-functional)	1069	139	0	0	1	0	0	0	1	1	1	6.187843e-01	NaN	NaN	6.187843e-01	1
6445	PLA1A	phospholipase A1 member A	1413	2	0	0	1	0	0	0	1	1	1	6.188048e-01	NaN	NaN	6.188048e-01	1
6446	PRAMEF10	PRAME family member 10	1439	5	0	0	1	0	0	0	1	1	1	6.191719e-01	NaN	NaN	6.191719e-01	1
6447	DOK1	docking protein 1, 62kDa (downstream of tyrosine kinase 1)	1745	24	0	0	1	0	0	0	1	1	1	6.192504e-01	NaN	NaN	6.192504e-01	1
6448	IDH1	isocitrate dehydrogenase 1 (NADP+), soluble	1277	24	0	0	1	0	0	0	1	1	1	6.193269e-01	NaN	NaN	6.193269e-01	1
6449	GDI1	GDP dissociation inhibitor 1	2112	119	0	1	1	0	0	0	1	1	1	6.193314e-01	NaN	NaN	6.193314e-01	1
6450	PCDHGA9	protocadherin gamma subfamily A, 9	22892	20	0	0	1	0	0	0	1	1	1	6.193526e-01	NaN	NaN	6.193526e-01	1
6451	BRDT	bromodomain, testis-specific	2916	20	0	0	1	0	0	0	1	1	1	6.194104e-01	NaN	NaN	6.194104e-01	1
6452	OR9I1	olfactory receptor, family 9, subfamily I, member 1	945	7	0	1	1	0	0	0	1	1	1	6.194548e-01	NaN	NaN	6.194548e-01	1
6453	DOK5	docking protein 5	949	2	0	0	2	0	0	0	2	2	2	2.669600e-01	1	7.530000e-01	6.195224e-01	1
6454	CAPS2	calcyphosine 2	1742	3	0	0	2	0	0	0	2	2	2	2.669998e-01	1	8.650000e-01	6.195750e-01	1
6455	CASKIN2	CASK interacting protein 2	3695	5	0	1	3	0	1	0	4	4	4	4.166291e-01	1	5.290000e-01	6.196535e-01	1
6456	GYPE	glycophorin E	251	0	1	0	1	0	0	0	1	1	1	6.196690e-01	NaN	NaN	6.196690e-01	1
6457	BIN2	bridging integrator 2	1748	10	0	1	1	0	0	0	1	1	1	6.196817e-01	NaN	NaN	6.196817e-01	1
6458	APEX2	APEX nuclease (apurinic/apyrimidinic endonuclease) 2	1579	46	0	0	2	0	0	0	2	2	2	2.671529e-01	1	5.590000e-01	6.197772e-01	1
6459	NSUN5	NOL1/NOP2/Sun domain family, member 5	1458	11	1	0	1	0	0	0	1	1	1	6.198056e-01	NaN	NaN	6.198056e-01	1
6460	PNCK	pregnancy upregulated non-ubiquitously expressed CaM kinase	1378	10	0	0	1	0	0	0	1	1	1	6.198636e-01	NaN	NaN	6.198636e-01	1
6461	IL13RA1	interleukin 13 receptor, alpha 1	1326	23	1	0	1	0	0	0	1	1	1	6.199186e-01	NaN	NaN	6.199186e-01	1
6462	DNAJC27	DnaJ (Hsp40) homolog, subfamily C, member 27	848	20	0	0	0	0	1	0	1	1	1	6.202537e-01	NaN	NaN	6.202537e-01	1
6463	GTPBP3	GTP binding protein 3 (mitochondrial)	1605	95	0	0	2	0	0	0	2	2	2	2.675816e-01	1	8.540000e-01	6.203426e-01	1
6464	BTN3A1	butyrophilin, subfamily 3, member A1	1742	4	1	1	0	0	0	1	1	1	1	6.203734e-01	NaN	NaN	6.203734e-01	1
6465	TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	1886	54	0	0	1	0	0	0	1	1	1	6.203921e-01	NaN	NaN	6.203921e-01	1
6466	PARVG	parvin, gamma	1044	63	0	0	1	0	0	0	1	1	1	6.204581e-01	NaN	NaN	6.204581e-01	1
6467	HHEX	hematopoietically expressed homeobox	827	10	0	0	2	0	0	0	2	2	2	5.408007e-01	1	3.620000e-01	6.204939e-01	1
6468	SLC12A8	solute carrier family 12 (potassium/chloride transporters), member 8	2197	24	0	1	1	0	0	0	1	1	1	6.205622e-01	NaN	NaN	6.205622e-01	1
6469	TMEM8B	transmembrane protein 8B	1649	9	0	0	1	0	0	0	1	1	1	6.208664e-01	NaN	NaN	6.208664e-01	1
6470	PLXDC2	plexin domain containing 2	1642	16	0	1	1	0	0	0	1	1	1	6.210088e-01	NaN	NaN	6.210088e-01	1
6471	CCRL1	chemokine (C-C motif) receptor-like 1	1057	19	0	0	1	0	0	0	1	1	1	6.210521e-01	NaN	NaN	6.210521e-01	1
6472	TTYH1	tweety homolog 1 (Drosophila)	1483	3	0	1	1	0	0	0	1	1	1	6.211074e-01	NaN	NaN	6.211074e-01	1
6473	FBXO38	F-box protein 38	3651	2	0	0	1	0	0	0	1	1	1	6.211226e-01	NaN	NaN	6.211226e-01	1
6474	CHN1	chimerin (chimaerin) 1	1428	36	0	0	1	0	0	0	1	1	1	6.211386e-01	NaN	NaN	6.211386e-01	1
6475	BAIAP2	BAI1-associated protein 2	1802	56	1	0	1	0	0	0	1	1	1	6.211699e-01	NaN	NaN	6.211699e-01	1
6476	ACSL4	acyl-CoA synthetase long-chain family member 4	2188	8	0	0	2	0	0	0	2	2	2	2.683834e-01	1	8.640000e-01	6.213985e-01	1
6477	FEZF2	FEZ family zinc finger 2	1396	65	0	0	2	0	0	0	2	2	2	2.684316e-01	1	2.470000e-01	6.214619e-01	1
6478	TEAD3	TEA domain family member 3	1486	43	0	0	1	0	0	0	1	1	1	6.215020e-01	NaN	NaN	6.215020e-01	1
6479	RBBP6	retinoblastoma binding protein 6	5499	23	0	0	1	0	0	2	3	3	3	2.684628e-01	1	7.380000e-01	6.215029e-01	1
6480	FAM40A	family with sequence similarity 40, member A	2596	65	0	0	2	0	0	0	2	2	2	2.685418e-01	1	1.940000e-01	6.216068e-01	1
6481	SH3PXD2B	SH3 and PX domains 2B	2784	30	0	0	1	0	0	0	1	1	1	6.216489e-01	NaN	NaN	6.216489e-01	1
6482	PAQR9	progestin and adipoQ receptor family member IX	1134	128	0	0	2	0	0	0	2	2	2	2.685874e-01	1	8.570000e-01	6.216667e-01	1
6483	CATSPER3	cation channel, sperm associated 3	1229	2	0	0	1	0	0	0	1	1	1	6.217568e-01	NaN	NaN	6.217568e-01	1
6484	TUBGCP2	tubulin, gamma complex associated protein 2	3048	24	0	2	3	0	0	0	3	3	3	2.686979e-01	1	6.870000e-01	6.218120e-01	1
6485	KCNV1	potassium channel, subfamily V, member 1	1511	5	0	0	2	0	0	0	2	2	2	5.238170e-01	1	4.690000e-01	6.218385e-01	1
6486	SIGLEC8	sialic acid binding Ig-like lectin 8	1526	9	0	0	1	0	0	0	1	1	1	6.220666e-01	NaN	NaN	6.220666e-01	1
6487	DKK3	dickkopf homolog 3 (Xenopus laevis)	1083	24	0	1	2	0	0	0	2	2	2	2.688945e-01	1	9.000000e-01	6.220703e-01	1
6488	TRIO	triple functional domain (PTPRF interacting)	9520	3	0	1	5	0	1	0	6	6	6	2.690068e-01	1	9.920000e-01	6.222177e-01	1
6489	GRIN2A	glutamate receptor, ionotropic, N-methyl D-aspartate 2A	4443	2	0	0	7	0	0	1	8	7	8	6.742268e-01	1	3.330000e-01	6.222305e-01	1
6490	ZSCAN2	zinc finger and SCAN domain containing 2	1937	1	0	0	1	0	0	0	1	1	1	6.222323e-01	NaN	NaN	6.222323e-01	1
6491	KRTAP5-2	keratin associated protein 5-2	536	16	0	0	1	0	0	0	1	1	1	6.222774e-01	NaN	NaN	6.222774e-01	1
6492	ZC3H12D	zinc finger CCCH-type containing 12D	1604	68	0	0	1	0	0	0	1	1	1	6.224873e-01	NaN	NaN	6.224873e-01	1
6493	GOLGA1	golgi autoantigen, golgin subfamily a, 1	2384	20	0	1	1	0	0	0	1	1	1	6.225510e-01	NaN	NaN	6.225510e-01	1
6494	SLC27A4	solute carrier family 27 (fatty acid transporter), member 4	1980	71	0	2	1	0	0	0	1	1	1	6.225941e-01	NaN	NaN	6.225941e-01	1
6495	TMEM146	transmembrane protein 146	2638	13	2	0	3	0	0	0	3	3	3	2.693636e-01	1	8.550000e-01	6.226859e-01	1
6496	SETD4	SET domain containing 4	1394	15	0	0	1	0	0	0	1	1	1	6.227903e-01	NaN	NaN	6.227903e-01	1
6497	SFPQ	splicing factor proline/glutamine-rich (polypyrimidine tract binding protein associated)	2162	3	1	1	0	0	0	1	1	1	1	6.227946e-01	NaN	NaN	6.227946e-01	1
6498	HNRNPCL1	heterogeneous nuclear ribonucleoprotein C-like 1	886	5	0	0	2	0	0	0	2	2	2	2.694847e-01	1	8.160000e-01	6.228448e-01	1
6499	DPPA4	developmental pluripotency associated 4	941	29	1	0	1	0	0	0	1	1	1	6.228663e-01	NaN	NaN	6.228663e-01	1
6500	ABHD12	abhydrolase domain containing 12	1382	44	0	1	1	0	0	0	1	1	1	6.228674e-01	NaN	NaN	6.228674e-01	1
6501	PAK4	p21(CDKN1A)-activated kinase 4	1808	22	0	1	1	0	0	0	1	1	1	6.229968e-01	NaN	NaN	6.229968e-01	1
6502	VASH2	vasohibin 2	1092	69	1	0	1	0	0	0	1	1	1	6.231115e-01	NaN	NaN	6.231115e-01	1
6503	FZD6	frizzled homolog 6 (Drosophila)	2145	20	1	0	1	0	0	0	1	1	1	6.231562e-01	NaN	NaN	6.231562e-01	1
6504	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	1098	13	0	0	1	0	0	0	1	1	1	6.231784e-01	NaN	NaN	6.231784e-01	1
6505	RIMKLA	ribosomal modification protein rimK-like family member A	1192	6	0	0	3	0	0	0	3	3	3	2.697793e-01	1	3.090000e-01	6.232310e-01	1
6506	C5orf38	chromosome 5 open reading frame 38	730	4	1	0	1	0	0	0	1	1	1	6.233124e-01	NaN	NaN	6.233124e-01	1
6507	GLI1	glioma-associated oncogene homolog 1 (zinc finger protein)	3365	6	0	0	1	0	0	0	1	1	1	6.233583e-01	NaN	NaN	6.233583e-01	1
6508	CHD8	chromodomain helicase DNA binding protein 8	7904	12	0	2	4	1	1	0	6	6	6	2.699343e-01	1	8.360000e-01	6.234340e-01	1
6509	ERN1	endoplasmic reticulum to nucleus signaling 1	3018	123	0	1	1	0	0	1	2	2	2	5.356999e-01	1	3.710000e-01	6.235105e-01	1
6510	NFIC	nuclear factor I/C (CCAAT-binding transcription factor)	1576	18	0	2	1	0	0	0	1	1	1	6.236737e-01	NaN	NaN	6.236737e-01	1
6511	MAD1L1	MAD1 mitotic arrest deficient-like 1 (yeast)	2488	20	1	1	2	0	0	0	2	2	2	6.238474e-01	NaN	NaN	6.238474e-01	1
6512	ADORA2A	adenosine A2a receptor	1243	38	0	0	1	0	0	0	1	1	1	6.239356e-01	NaN	NaN	6.239356e-01	1
6513	ARHGAP35	glucocorticoid receptor DNA binding factor 1	4520	31	1	2	3	0	0	3	6	5	6	2.703756e-01	1	5.990000e-01	6.240115e-01	1
6514	TRRAP	transformation/transcription domain-associated protein	11773	4	0	4	10	0	0	0	10	10	10	7.661278e-01	1	2.650000e-01	6.240998e-01	1
6515	WDR20	WD repeat domain 20	1924	131	1	0	1	0	0	0	1	1	1	6.241366e-01	NaN	NaN	6.241366e-01	1
6516	RBM28	RNA binding motif protein 28	2352	12	0	0	0	0	0	1	1	1	1	6.241538e-01	NaN	NaN	6.241538e-01	1
6517	RBM44	RNA binding motif protein 44	3219	2	0	0	2	0	0	0	2	2	2	2.705441e-01	1	9.500000e-01	6.242318e-01	1
6518	POU2F3	POU class 2 homeobox 3	1361	1	0	0	2	0	0	0	2	2	2	2.706402e-01	1	7.340000e-01	6.243575e-01	1
6519	COQ3	coenzyme Q3 homolog, methyltransferase (S. cerevisiae)	1137	17	0	0	1	0	0	0	1	1	1	6.243673e-01	NaN	NaN	6.243673e-01	1
6520	YIPF1	Yip1 domain family, member 1	957	5	0	0	2	0	0	0	2	2	2	2.706986e-01	1	5.270000e-01	6.244338e-01	1
6521	SOBP	sine oculis binding protein homolog (Drosophila)	2646	18	1	0	0	1	0	0	1	1	1	6.244691e-01	NaN	NaN	6.244691e-01	1
6522	ZNF24	zinc finger protein 24	1119	46	1	0	1	0	0	0	1	1	1	6.246262e-01	NaN	NaN	6.246262e-01	1
6523	ZNRF4	zinc and ring finger 4	1294	32	0	0	1	0	0	0	1	1	1	6.247102e-01	NaN	NaN	6.247102e-01	1
6524	EIF2C2	eukaryotic translation initiation factor 2C, 2	2654	6	0	0	3	0	0	0	3	3	3	2.710151e-01	1	2.470000e-01	6.248472e-01	1
6525	GALNTL6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6	1850	48	0	1	1	0	1	0	2	2	2	6.248709e-01	NaN	NaN	6.248709e-01	1
6526	NPAS1	neuronal PAS domain protein 1	1813	0	0	0	1	0	0	0	1	1	1	6.251038e-01	NaN	NaN	6.251038e-01	1
6527	DDX31	DEAD (Asp-Glu-Ala-Asp) box polypeptide 31	2641	48	1	1	1	0	0	0	1	1	1	6.252073e-01	NaN	NaN	6.252073e-01	1
6528	MDK	midkine (neurite growth-promoting factor 2)	774	11	0	0	1	0	0	0	1	1	1	6.252555e-01	NaN	NaN	6.252555e-01	1
6529	NIT1	nitrilase 1	2069	16	0	0	1	0	0	0	1	1	1	6.253014e-01	NaN	NaN	6.253014e-01	1
6530	ATXN7L2	ataxin 7-like 2	2211	42	0	0	3	0	0	0	3	3	3	2.713934e-01	1	7.180000e-01	6.253408e-01	1
6531	BMX	BMX non-receptor tyrosine kinase	2100	5	0	0	2	0	0	0	2	2	2	2.715519e-01	1	9.170000e-01	6.255475e-01	1
6532	SLC38A5	solute carrier family 38, member 5	1478	39	0	0	1	0	0	0	1	1	1	6.255617e-01	NaN	NaN	6.255617e-01	1
6533	CCR10	chemokine (C-C motif) receptor 10	1126	111	0	0	1	0	0	0	1	1	1	6.256151e-01	NaN	NaN	6.256151e-01	1
6534	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	1851	26	0	1	0	0	0	1	1	1	1	6.256530e-01	NaN	NaN	6.256530e-01	1
6535	NTSR2	neurotensin receptor 2	1247	80	0	0	1	0	0	0	1	1	1	6.256966e-01	NaN	NaN	6.256966e-01	1
6536	GNAO1	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O	1445	5	0	0	1	0	0	0	1	1	1	6.257734e-01	NaN	NaN	6.257734e-01	1
6537	HADHB	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit	1512	13	0	0	1	0	0	0	1	1	1	6.260289e-01	NaN	NaN	6.260289e-01	1
6538	SDCCAG1	serologically defined colon cancer antigen 1	3361	3	0	0	1	0	0	0	1	1	1	6.260544e-01	NaN	NaN	6.260544e-01	1
6539	WDR91	WD repeat domain 91	2302	0	0	0	1	0	0	0	1	1	1	6.261547e-01	NaN	NaN	6.261547e-01	1
6540	YDJC	YdjC homolog (bacterial)	990	43	0	0	1	0	0	0	1	1	1	6.262272e-01	NaN	NaN	6.262272e-01	1
6541	PIK3CD	phosphoinositide-3-kinase, catalytic, delta polypeptide	3223	6	0	2	6	0	0	0	6	6	6	2.721290e-01	1	9.470000e-01	6.262992e-01	1
6542	FAT1	FAT tumor suppressor homolog 1 (Drosophila)	13871	0	0	0	4	0	0	0	4	4	4	5.022617e-01	1	5.420000e-01	6.264252e-01	1
6543	MICALL2	MICAL-like 2	2779	15	0	0	1	0	0	0	1	1	1	6.264905e-01	NaN	NaN	6.264905e-01	1
6544	ZNF585A	zinc finger protein 585A	2161	2	1	0	0	0	0	1	1	1	1	6.265598e-01	NaN	NaN	6.265598e-01	1
